key,en_present,zh_present,consumer_scope,owner,sdk_key,compatibility_until
extend.portfolio.cancelSuccess,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.cancelSuccess,stage-6
extend.portfolio.copied,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.copied,stage-6
extend.portfolio.copyAddress,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.copyAddress,stage-6
extend.portfolio.filled,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.filled,stage-6
extend.portfolio.filledTotal,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.filledTotal,stage-6
extend.portfolio.headers.age,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.headers.age,stage-6
extend.portfolio.headers.amount,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.headers.amount,stage-6
extend.portfolio.headers.balance,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.headers.balance,stage-6
extend.portfolio.headers.change24h,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.headers.change24h,stage-6
extend.portfolio.headers.pnl,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.headers.pnl,stage-6
extend.portfolio.headers.price,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.headers.price,stage-6
extend.portfolio.headers.token,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.headers.token,stage-6
extend.portfolio.headers.tx,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.headers.tx,stage-6
extend.portfolio.headers.type,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.headers.type,stage-6
extend.portfolio.headers.value,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.headers.value,stage-6
extend.portfolio.invested,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.invested,stage-6
extend.portfolio.investedAssets,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.investedAssets,stage-6
extend.portfolio.loadMore,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.loadMore,stage-6
extend.portfolio.noActivities,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.noActivities,stage-6
extend.portfolio.noAssets,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.noAssets,stage-6
extend.portfolio.noOrders,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.noOrders,stage-6
extend.portfolio.noPositions,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.noPositions,stage-6
extend.portfolio.noTrades,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.noTrades,stage-6
extend.portfolio.openOrders,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.openOrders,stage-6
extend.portfolio.outcome,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.outcome,stage-6
extend.portfolio.payout,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.payout,stage-6
extend.portfolio.pnl,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.pnl,stage-6
extend.portfolio.positions,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.positions,stage-6
extend.portfolio.price,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.price,stage-6
extend.portfolio.qty,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.qty,stage-6
extend.portfolio.refresh,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.refresh,stage-6
extend.portfolio.searchPositions,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.searchPositions,stage-6
extend.portfolio.sell,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.sell,stage-6
extend.portfolio.side,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.side,stage-6
extend.portfolio.signInPrompt,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.signInPrompt,stage-6
extend.portfolio.size,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.size,stage-6
extend.portfolio.sortPnl,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.sortPnl,stage-6
extend.portfolio.sortShares,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.sortShares,stage-6
extend.portfolio.sortValue,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.sortValue,stage-6
extend.portfolio.status,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.status,stage-6
extend.portfolio.tabs.activities,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.tabs.activities,stage-6
extend.portfolio.tabs.assets,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.tabs.assets,stage-6
extend.portfolio.time,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.time,stage-6
extend.portfolio.title,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.title,stage-6
extend.portfolio.total,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.total,stage-6
extend.portfolio.totalBalance,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.totalBalance,stage-6
extend.portfolio.totalNetWorth,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.totalNetWorth,stage-6
extend.portfolio.tradeHistory,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.tradeHistory,stage-6
extend.portfolio.type,true,true,sdk-domain-and-legacy-template,legacy-compat,portfolio.type,stage-6
extend.predict.account.availableBalance,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.account.availableBalance,stage-6
extend.predict.account.portfolioTotal,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.account.portfolioTotal,stage-6
extend.predict.account.positions,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.account.positions,stage-6
extend.predict.account.totalBalance,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.account.totalBalance,stage-6
extend.predict.deposit.copy,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.deposit.copy,stage-6
extend.predict.deposit.kalshiNote,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.deposit.kalshiNote,stage-6
extend.predict.deposit.polymarketNote,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.deposit.polymarketNote,stage-6
extend.predict.deposit.title,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.deposit.title,stage-6
extend.predict.deposit.walletNotConnected,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.deposit.walletNotConnected,stage-6
extend.predict.fundWallet.addressPlaceholder,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.addressPlaceholder,stage-6
extend.predict.fundWallet.amount,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.amount,stage-6
extend.predict.fundWallet.available,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.available,stage-6
extend.predict.fundWallet.confirming,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.confirming,stage-6
extend.predict.fundWallet.copyAddress,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.copyAddress,stage-6
extend.predict.fundWallet.currentBalance,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.currentBalance,stage-6
extend.predict.fundWallet.deposit,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.deposit,stage-6
extend.predict.fundWallet.depositInfo,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.depositInfo,stage-6
extend.predict.fundWallet.depositMinAmount,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.depositMinAmount,stage-6
extend.predict.fundWallet.depositSubtitle,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.depositSubtitle,stage-6
extend.predict.fundWallet.depositTitle,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.depositTitle,stage-6
extend.predict.fundWallet.destinationAddress,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.destinationAddress,stage-6
extend.predict.fundWallet.errorInsufficientGas,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.errorInsufficientGas,stage-6
extend.predict.fundWallet.errorProviderUnavailable,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.errorProviderUnavailable,stage-6
extend.predict.fundWallet.errorTxCancelled,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.errorTxCancelled,stage-6
extend.predict.fundWallet.errorUnsupportedChain,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.errorUnsupportedChain,stage-6
extend.predict.fundWallet.errorWalletNotConnected,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.errorWalletNotConnected,stage-6
extend.predict.fundWallet.invalidAddress,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.invalidAddress,stage-6
extend.predict.fundWallet.minDepositUsd,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.minDepositUsd,stage-6
extend.predict.fundWallet.minWithdrawAmount,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.minWithdrawAmount,stage-6
extend.predict.fundWallet.network,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.network,stage-6
extend.predict.fundWallet.signing,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.signing,stage-6
extend.predict.fundWallet.solForFees,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.solForFees,stage-6
extend.predict.fundWallet.supported,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.supported,stage-6
extend.predict.fundWallet.title,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.title,stage-6
extend.predict.fundWallet.txSubmitted,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.txSubmitted,stage-6
extend.predict.fundWallet.viewOnExplorer,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.viewOnExplorer,stage-6
extend.predict.fundWallet.walletBalance,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.walletBalance,stage-6
extend.predict.fundWallet.walletNotConnected,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.walletNotConnected,stage-6
extend.predict.fundWallet.withdraw,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.withdraw,stage-6
extend.predict.fundWallet.withdrawButton,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.withdrawButton,stage-6
extend.predict.fundWallet.withdrawInfo,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.withdrawInfo,stage-6
extend.predict.fundWallet.withdrawSubtitle,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.withdrawSubtitle,stage-6
extend.predict.fundWallet.withdrawTitle,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.withdrawTitle,stage-6
extend.predict.fundWallet.withdrawalConfirmed,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.withdrawalConfirmed,stage-6
extend.predict.fundWallet.withdrawalFailed,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.withdrawalFailed,stage-6
extend.predict.fundWallet.yourAddress,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.fundWallet.yourAddress,stage-6
extend.predict.kyc.refresh,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.kyc.refresh,stage-6
extend.predict.kyc.unverified,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.kyc.unverified,stage-6
extend.predict.kyc.unverifiedShort,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.kyc.unverifiedShort,stage-6
extend.predict.kyc.verified,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.kyc.verified,stage-6
extend.predict.kyc.verifying,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.kyc.verifying,stage-6
extend.predict.setup.done,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.done,stage-6
extend.predict.setup.modalDescription,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.modalDescription,stage-6
extend.predict.setup.modalTitle,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.modalTitle,stage-6
extend.predict.setup.setupButton,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.setupButton,stage-6
extend.predict.setup.step1,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.step1,stage-6
extend.predict.setup.step1Desc,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.step1Desc,stage-6
extend.predict.setup.step2,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.step2,stage-6
extend.predict.setup.step2Desc,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.step2Desc,stage-6
extend.predict.setup.stepComplete,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.stepComplete,stage-6
extend.predict.setup.stepPending,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.stepPending,stage-6
extend.predict.setup.stepRunning,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.stepRunning,stage-6
extend.predict.setup.unverified,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.unverified,stage-6
extend.predict.setup.unverifiedShort,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.unverifiedShort,stage-6
extend.predict.setup.verified,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.verified,stage-6
extend.predict.setup.verifying,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.setup.verifying,stage-6
extend.predict.subnav.markets,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.subnav.markets,stage-6
extend.predict.subnav.matches,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.subnav.matches,stage-6
extend.predict.subnav.portfolio,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.subnav.portfolio,stage-6
extend.predict.venue.kalshi,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.venue.kalshi,stage-6
extend.predict.venue.polymarket,true,true,sdk-domain-and-legacy-template,legacy-compat,predict.venue.polymarket,stage-6
extend.pulse.bonding,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.bonding,stage-6
extend.pulse.bundle_holding,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.bundle_holding,stage-6
extend.pulse.buys_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.buys_explained,stage-6
extend.pulse.copied_address,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.copied_address,stage-6
extend.pulse.copy_address,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.copy_address,stage-6
extend.pulse.dev,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.dev,stage-6
extend.pulse.dev_explorer,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.dev_explorer,stage-6
extend.pulse.dev_holding,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.dev_holding,stage-6
extend.pulse.fee,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.fee,stage-6
extend.pulse.fee_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.fee_explained,stage-6
extend.pulse.final_stretch,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.final_stretch,stage-6
extend.pulse.holders,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.holders,stage-6
extend.pulse.insiders_holding,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.insiders_holding,stage-6
extend.pulse.kol,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.kol,stage-6
extend.pulse.market_cap,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.market_cap,stage-6
extend.pulse.market_cap_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.market_cap_explained,stage-6
extend.pulse.migrated,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.migrated,stage-6
extend.pulse.new,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.new,stage-6
extend.pulse.pro,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.pro,stage-6
extend.pulse.sells_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.sells_explained,stage-6
extend.pulse.sniper_holding,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.sniper_holding,stage-6
extend.pulse.title,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.title,stage-6
extend.pulse.top10_holdings,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.top10_holdings,stage-6
extend.pulse.txs,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.txs,stage-6
extend.pulse.txs_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.txs_explained,stage-6
extend.pulse.volume,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.volume,stage-6
extend.pulse.volume_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,pulse.volume_explained,stage-6
extend.redpacket.claim.action,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.claim.action,stage-6
extend.redpacket.claim.error_fetch_red_packet,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.claim.error_fetch_red_packet,stage-6
extend.redpacket.claim.error_red_packet_not_found,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.claim.error_red_packet_not_found,stage-6
extend.redpacket.claim.error_red_packet_not_ongoing,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.claim.error_red_packet_not_ongoing,stage-6
extend.redpacket.claim.message,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.claim.message,stage-6
extend.redpacket.claim.transaction_completed,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.claim.transaction_completed,stage-6
extend.redpacket.claim.transaction_confirm_error,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.claim.transaction_confirm_error,stage-6
extend.redpacket.claim.transaction_error,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.claim.transaction_error,stage-6
extend.redpacket.claim.transaction_submitted,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.claim.transaction_submitted,stage-6
extend.redpacket.claims.self,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.claims.self,stage-6
extend.redpacket.claims.title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.claims.title,stage-6
extend.redpacket.create.amount_error_exceeds_balance,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.amount_error_exceeds_balance,stage-6
extend.redpacket.create.amount_error_is_positive,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.amount_error_is_positive,stage-6
extend.redpacket.create.amount_error_required,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.amount_error_required,stage-6
extend.redpacket.create.fixed.amount_label,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.fixed.amount_label,stage-6
extend.redpacket.create.fixed.explained,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.fixed.explained,stage-6
extend.redpacket.create.fixed.title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.fixed.title,stage-6
extend.redpacket.create.fixed.total_amount_label,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.fixed.total_amount_label,stage-6
extend.redpacket.create.max_claims_error_max,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.max_claims_error_max,stage-6
extend.redpacket.create.max_claims_error_min,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.max_claims_error_min,stage-6
extend.redpacket.create.max_claims_error_required,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.max_claims_error_required,stage-6
extend.redpacket.create.max_claims_placeholder,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.max_claims_placeholder,stage-6
extend.redpacket.create.memo_error_length,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.memo_error_length,stage-6
extend.redpacket.create.memo_placeholder,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.memo_placeholder,stage-6
extend.redpacket.create.mint_address_error_required,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.mint_address_error_required,stage-6
extend.redpacket.create.options.follow_social_media,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.options.follow_social_media,stage-6
extend.redpacket.create.options.new_users,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.options.new_users,stage-6
extend.redpacket.create.options.twitter_username_error_length,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.options.twitter_username_error_length,stage-6
extend.redpacket.create.options.twitter_username_error_required,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.options.twitter_username_error_required,stage-6
extend.redpacket.create.options.twitter_username_placeholder,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.options.twitter_username_placeholder,stage-6
extend.redpacket.create.random.amount_label,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.random.amount_label,stage-6
extend.redpacket.create.random.explained,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.random.explained,stage-6
extend.redpacket.create.random.title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.random.title,stage-6
extend.redpacket.create.select_mint_token,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.select_mint_token,stage-6
extend.redpacket.create.submit,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.submit,stage-6
extend.redpacket.create.title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.title,stage-6
extend.redpacket.create.transaction_completed,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.transaction_completed,stage-6
extend.redpacket.create.transaction_confirm_error,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.transaction_confirm_error,stage-6
extend.redpacket.create.transaction_error,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.transaction_error,stage-6
extend.redpacket.create.transaction_submitted,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.create.transaction_submitted,stage-6
extend.redpacket.histories.received.from,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.histories.received.from,stage-6
extend.redpacket.histories.received.self,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.histories.received.self,stage-6
extend.redpacket.histories.received.title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.histories.received.title,stage-6
extend.redpacket.histories.sent.status.expired,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.histories.sent.status.expired,stage-6
extend.redpacket.histories.sent.status.finished,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.histories.sent.status.finished,stage-6
extend.redpacket.histories.sent.status.ongoing,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.histories.sent.status.ongoing,stage-6
extend.redpacket.histories.sent.status.refunded,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.histories.sent.status.refunded,stage-6
extend.redpacket.histories.sent.title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.histories.sent.title,stage-6
extend.redpacket.histories.title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.histories.title,stage-6
extend.redpacket.home.claim,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.home.claim,stage-6
extend.redpacket.home.claim_placeholder,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.home.claim_placeholder,stage-6
extend.redpacket.home.claim_title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.home.claim_title,stage-6
extend.redpacket.home.create,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.home.create,stage-6
extend.redpacket.home.create_title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.home.create_title,stage-6
extend.redpacket.home.refund_warning,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.home.refund_warning,stage-6
extend.redpacket.home.title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.home.title,stage-6
extend.redpacket.info.1_red_packet,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.info.1_red_packet,stage-6
extend.redpacket.info.claimed_title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.info.claimed_title,stage-6
extend.redpacket.info.n_red_packets,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.info.n_red_packets,stage-6
extend.redpacket.info.received.from,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.info.received.from,stage-6
extend.redpacket.info.received.title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.info.received.title,stage-6
extend.redpacket.info.refunded_title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.info.refunded_title,stage-6
extend.redpacket.info.sent.amount_title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.info.sent.amount_title,stage-6
extend.redpacket.info.sent.title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.info.sent.title,stage-6
extend.redpacket.info.total_title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.info.total_title,stage-6
extend.redpacket.info.view_on_explorer,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.info.view_on_explorer,stage-6
extend.redpacket.share.action,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.share.action,stage-6
extend.redpacket.share.copy_claim_code,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.share.copy_claim_code,stage-6
extend.redpacket.share.copy_claim_url,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.share.copy_claim_url,stage-6
extend.redpacket.share.message,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.share.message,stage-6
extend.redpacket.share.share_telegram_text,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.share.share_telegram_text,stage-6
extend.redpacket.share.share_to,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.share.share_to,stage-6
extend.redpacket.share.share_twitter_text,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.share.share_twitter_text,stage-6
extend.redpacket.share.title,true,true,sdk-domain-and-legacy-template,legacy-compat,redpacket.share.title,stage-6
extend.search.history,true,true,apps-web,application,,
extend.settings.account_name,true,true,apps-web,application,,
extend.settings.deposit,true,true,apps-web,application,,
extend.settings.discord,true,true,apps-web,application,,
extend.settings.faq,true,true,apps-web,application,,
extend.settings.language,true,true,apps-web,application,,
extend.settings.others,true,true,apps-web,application,,
extend.settings.preferences,true,true,apps-web,application,,
extend.settings.privacy_policy,true,true,apps-web,application,,
extend.settings.social_medias,true,true,apps-web,application,,
extend.settings.support,true,true,apps-web,application,,
extend.settings.telegram,true,true,apps-web,application,,
extend.settings.terms_of_service,true,true,apps-web,application,,
extend.settings.twitter,true,true,apps-web,application,,
extend.settings.user_guide,true,true,apps-web,application,,
extend.title,true,true,apps-web,application,,
extend.token_list.attributes.age,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.age,stage-6
extend.token_list.attributes.contract,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.contract,stage-6
extend.token_list.attributes.fdv,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.fdv,stage-6
extend.token_list.attributes.holders,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.holders,stage-6
extend.token_list.attributes.holders_distribution.top_10,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.holders_distribution.top_10,stage-6
extend.token_list.attributes.holders_distribution.top_100,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.holders_distribution.top_100,stage-6
extend.token_list.attributes.liq,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.liq,stage-6
extend.token_list.attributes.liquidity,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.liquidity,stage-6
extend.token_list.attributes.market_cap,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.market_cap,stage-6
extend.token_list.attributes.price,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.price,stage-6
